Date,ZC025YR,ZC050YR,ZC075YR,ZC100YR,ZC200YR,ZC500YR,ZC1000YR,ZC2000YR,ZC3000YR
2016-09-16,0.030035,0.031176,0.032169,0.033032,0.035477,0.037854,0.037666,0.036677,0.036162
2016-09-19,0.031179,0.032173,0.033043,0.033802,0.035987,0.038262,0.038272,0.037411,0.036905
2016-09-20,0.031135,0.032026,0.032812,0.033503,0.035535,0.037856,0.038131,0.037438,0.036958
2016-09-21,0.031646,0.032434,0.033132,0.03375,0.03559,0.037803,0.038185,0.037578,0.03711
2016-09-22,0.03269,0.033853,0.034866,0.035748,0.038256,0.040704,0.040413,0.039051,0.038275
2016-09-23,0.031601,0.032414,0.033128,0.033755,0.035582,0.037608,0.03783,0.037337,0.037022
2016-09-26,0.031038,0.032048,0.032931,0.033703,0.035916,0.038208,0.038229,0.037437,0.036986
2016-09-27,0.030448,0.031333,0.032118,0.032814,0.034889,0.037421,0.037936,0.037392,0.036949
2016-09-28,0.030654,0.031648,0.032522,0.03329,0.035532,0.038032,0.038276,0.037542,0.037058
2016-09-29,0.030531,0.031668,0.032662,0.033532,0.036034,0.038655,0.038709,0.037797,0.037263
2016-09-30,0.030696,0.031797,0.032756,0.033592,0.035975,0.038369,0.038333,0.037549,0.037142
2016-10-03,0.032159,0.033409,0.034496,0.03544,0.038105,0.040631,0.040285,0.038991,0.038305
2016-10-04,0.031875,0.032643,0.033323,0.033926,0.035722,0.037904,0.038335,0.037853,0.037467
2016-10-05,0.031436,0.03271,0.033818,0.034778,0.037483,0.040017,0.039638,0.03834,0.037667
2016-10-06,0.031385,0.032292,0.033089,0.033791,0.035846,0.038165,0.038425,0.037762,0.037315
2016-10-07,0.031591,0.032486,0.033277,0.033976,0.036048,0.038496,0.038859,0.03812,0.037574
2016-10-10,0.031436,0.032467,0.033369,0.034159,0.036436,0.038838,0.038887,0.037999,0.037464
2016-10-11,0.03098,0.032282,0.033415,0.034401,0.037192,0.039887,0.039581,0.038229,0.037492
2016-10-12,0.031401,0.032586,0.033616,0.034511,0.037038,0.039447,0.039157,0.037995,0.037385
2016-10-13,0.03153,0.032615,0.033564,0.034395,0.036793,0.03932,0.039339,0.038309,0.037681
2016-10-14,0.031317,0.032383,0.033318,0.034138,0.036515,0.039077,0.039172,0.038194,0.037578
2016-10-17,0.033198,0.034397,0.035437,0.036339,0.038871,0.041198,0.040735,0.039342,0.038606
2016-10-18,0.031985,0.033061,0.033998,0.034812,0.037119,0.039355,0.039164,0.038205,0.037703
2016-10-19,0.032549,0.033529,0.034387,0.035138,0.037301,0.039575,0.039594,0.038695,0.038152
2016-10-20,0.032014,0.033053,0.033959,0.03475,0.037013,0.039315,0.039264,0.038368,0.037864
2016-10-21,0.032034,0.033071,0.033979,0.034775,0.037073,0.03951,0.039538,0.038533,0.037912
2016-10-24,0.031495,0.032385,0.033166,0.03385,0.035838,0.038004,0.038159,0.037493,0.037076
2016-10-25,0.032458,0.033428,0.034277,0.035019,0.037152,0.039365,0.039324,0.038353,0.03777
2016-10-26,0.032297,0.033566,0.034667,0.035621,0.038294,0.040728,0.040212,0.038738,0.037967
2016-10-27,0.032395,0.033749,0.03492,0.035929,0.038724,0.041092,0.040322,0.038675,0.037868
2016-10-28,0.031308,0.032294,0.033156,0.033908,0.036063,0.038278,0.038269,0.037462,0.037004
2016-10-31,0.031183,0.032042,0.0328,0.03347,0.035448,0.037769,0.038135,0.037552,0.037124
2016-11-01,0.031713,0.032591,0.033365,0.034048,0.03606,0.038386,0.038698,0.038039,0.03757
2016-11-02,0.031914,0.032747,0.033483,0.034131,0.036041,0.038253,0.038565,0.037976,0.037556
2016-11-03,0.032613,0.033577,0.034418,0.035151,0.037243,0.039351,0.039277,0.038443,0.037981
2016-11-04,0.032987,0.0338,0.034513,0.035138,0.03695,0.038916,0.039061,0.038497,0.03815
2016-11-07,0.033683,0.034846,0.035852,0.036721,0.03914,0.041256,0.040693,0.039359,0.038697
2016-11-08,0.033653,0.034371,0.035006,0.035568,0.037238,0.03923,0.039538,0.038925,0.038464
2016-11-09,0.034642,0.035393,0.036051,0.036627,0.03829,0.040046,0.040039,0.039253,0.038765
2016-11-10,0.036034,0.037038,0.037908,0.03866,0.040752,0.042561,0.041945,0.040464,0.039671
2016-11-11,0.035599,0.036728,0.037701,0.038538,0.040836,0.042682,0.041874,0.040333,0.03958
2016-11-14,0.036272,0.037288,0.038168,0.03893,0.041058,0.042937,0.042378,0.040942,0.040169
2016-11-15,0.036284,0.036894,0.03743,0.037901,0.03928,0.040801,0.040835,0.040075,0.039567
2016-11-16,0.037206,0.038268,0.039179,0.039959,0.042076,0.043625,0.042626,0.040939,0.040121
2016-11-17,0.03733,0.038044,0.038661,0.039192,0.040656,0.041852,0.041328,0.040246,0.039689
2016-11-18,0.037369,0.038417,0.039315,0.040082,0.042147,0.043583,0.042521,0.040869,0.040097
2016-11-21,0.03656,0.037458,0.038236,0.038909,0.04079,0.042451,0.041929,0.040577,0.039835
2016-11-22,0.036889,0.037561,0.038146,0.038655,0.040094,0.041461,0.041201,0.040265,0.039727
2016-11-23,0.037636,0.038568,0.039368,0.040053,0.041907,0.043251,0.042354,0.040855,0.040128
2016-11-24,0.037799,0.038621,0.039328,0.039936,0.041601,0.042903,0.042224,0.04094,0.040291
2016-11-25,0.038665,0.039582,0.040373,0.041054,0.042925,0.044411,0.043622,0.042017,0.041166
2016-11-28,0.037213,0.037878,0.038456,0.038959,0.040382,0.041731,0.04148,0.040582,0.040069
2016-11-29,0.037762,0.038612,0.039345,0.039976,0.041715,0.043127,0.042497,0.041217,0.040561
2016-11-30,0.037543,0.038459,0.039253,0.039939,0.041853,0.043522,0.042954,0.041535,0.040758
2016-12-01,0.037168,0.037943,0.038618,0.039204,0.040864,0.042444,0.042154,0.041097,0.04049
2016-12-02,0.038539,0.039491,0.040309,0.041011,0.042921,0.044347,0.043457,0.041875,0.041082
2016-12-05,0.037853,0.038487,0.039038,0.039518,0.040876,0.042161,0.041892,0.040949,0.040401
2016-12-06,0.038212,0.038752,0.039221,0.039628,0.040769,0.041798,0.041479,0.040578,0.040062
2016-12-07,0.038912,0.039623,0.040231,0.04075,0.042145,0.04308,0.042265,0.040963,0.040325
2016-12-08,0.038641,0.039307,0.039884,0.040383,0.041779,0.042989,0.042496,0.041241,0.040522
2016-12-09,0.038626,0.039341,0.039955,0.040481,0.041906,0.042932,0.042187,0.040883,0.04022
2016-12-12,0.03888,0.039888,0.040751,0.041487,0.043456,0.044746,0.043561,0.041724,0.040836
2016-12-13,0.038363,0.039009,0.039565,0.040042,0.041345,0.042339,0.041752,0.040661,0.040105
2016-12-14,0.039097,0.039952,0.040683,0.041306,0.042976,0.044074,0.043068,0.041496,0.040731
2016-12-15,0.039106,0.039539,0.039916,0.040245,0.041177,0.042052,0.041799,0.040961,0.040453
2016-12-16,0.039465,0.040251,0.040928,0.041507,0.043082,0.044227,0.043373,0.041803,0.040976
2016-12-19,0.039211,0.039797,0.040303,0.040737,0.041924,0.042825,0.042227,0.041052,0.040418
2016-12-20,0.040059,0.040707,0.041256,0.041719,0.042918,0.043481,0.04243,0.041064,0.040442
2016-12-21,0.040368,0.040914,0.041379,0.041773,0.042808,0.043365,0.042508,0.041237,0.040607
2016-12-22,0.040713,0.041136,0.041501,0.041813,0.042665,0.043267,0.042682,0.041508,0.040839
2016-12-23,0.041377,0.041889,0.042324,0.042692,0.043653,0.044131,0.043246,0.041924,0.041254
2016-12-26,0.042296,0.043132,0.043837,0.044429,0.045936,0.0465,0.044946,0.043011,0.042135
2016-12-27,0.041462,0.042186,0.042799,0.043314,0.044639,0.045199,0.043916,0.042245,0.04147
2016-12-28,0.041184,0.041639,0.042025,0.042351,0.043198,0.043594,0.042792,0.041645,0.041079
2016-12-29,0.04128,0.041962,0.04254,0.043029,0.044294,0.044891,0.043743,0.042174,0.041427
2016-12-30,0.041269,0.042064,0.042734,0.043295,0.044717,0.045214,0.043727,0.041953,0.041178
2017-01-02,0.040242,0.040994,0.041634,0.042176,0.043599,0.044364,0.043223,0.041593,0.040809
2017-01-03,0.038846,0.039601,0.040248,0.0408,0.042279,0.043255,0.042337,0.040851,0.040107
2017-01-04,0.03815,0.038745,0.039257,0.039697,0.040901,0.041825,0.041271,0.040204,0.039644
2017-01-05,0.038636,0.039442,0.040132,0.040721,0.042295,0.043319,0.042331,0.040766,0.039992
2017-01-06,0.038734,0.03962,0.040372,0.041008,0.04267,0.043546,0.042278,0.040634,0.039908
2017-01-09,0.038542,0.039632,0.040564,0.041358,0.043482,0.044856,0.043538,0.041491,0.040496
2017-01-10,0.038826,0.039653,0.040359,0.040959,0.042552,0.043526,0.042464,0.040899,0.040156
2017-01-11,0.039169,0.039892,0.040514,0.041049,0.042511,0.043619,0.042881,0.041433,0.040653
2017-01-12,0.039487,0.040547,0.04145,0.042216,0.044241,0.045417,0.043963,0.041866,0.040871
2017-01-13,0.038901,0.039567,0.040136,0.040621,0.041914,0.042729,0.041883,0.040577,0.039937
2017-01-16,0.039802,0.04064,0.041353,0.041956,0.043533,0.044365,0.043118,0.041421,0.040636
2017-01-17,0.039089,0.039814,0.040434,0.040962,0.04237,0.043259,0.042339,0.040918,0.040221
2017-01-18,0.040194,0.041045,0.041772,0.04239,0.044029,0.045012,0.043841,0.042052,0.041168
2017-01-19,0.041461,0.042108,0.042655,0.043115,0.044291,0.04476,0.043576,0.042053,0.04135
2017-01-20,0.041507,0.042258,0.042894,0.043432,0.044827,0.04549,0.044219,0.042455,0.041605
2017-01-23,0.04186,0.042596,0.043215,0.043733,0.04504,0.045456,0.044002,0.042243,0.041458
2017-01-24,0.042109,0.042463,0.04276,0.043008,0.043623,0.043749,0.042881,0.041727,0.041157
2017-01-25,0.041513,0.042121,0.042638,0.043076,0.044219,0.044792,0.04374,0.042154,0.041347
2017-01-26,0.042755,0.043241,0.043648,0.043987,0.044828,0.044999,0.043848,0.042385,0.041688
2017-01-27,0.041246,0.041817,0.0423,0.042705,0.043739,0.044128,0.043039,0.041627,0.040966
2017-01-30,0.041466,0.042075,0.042591,0.043028,0.044164,0.044706,0.043632,0.042063,0.041277
2017-01-31,0.041518,0.041935,0.042289,0.042589,0.04337,0.043734,0.04292,0.041639,0.04096
2017-02-01,0.043015,0.043475,0.043855,0.044167,0.044902,0.044823,0.043502,0.042042,0.041398
2017-02-02,0.043066,0.043754,0.044328,0.044805,0.045972,0.046138,0.044513,0.042647,0.041823
2017-02-03,0.042363,0.042984,0.043503,0.043932,0.044973,0.045072,0.043563,0.041886,0.041164
2017-02-06,0.042697,0.043311,0.043825,0.044252,0.045305,0.045486,0.04404,0.042306,0.041514
2017-02-07,0.042931,0.043389,0.043768,0.044078,0.044802,0.044694,0.043351,0.041888,0.04125
2017-02-08,0.04376,0.044189,0.044546,0.04484,0.045546,0.045534,0.044285,0.042721,0.041964
2017-02-09,0.042944,0.043493,0.043952,0.044334,0.045275,0.04542,0.044062,0.042359,0.041551
2017-02-10,0.043701,0.044396,0.044977,0.045461,0.046651,0.046845,0.045169,0.043118,0.042164
2017-02-13,0.04417,0.044512,0.044795,0.045028,0.045578,0.045505,0.044369,0.042871,0.04211
2017-02-14,0.044485,0.045001,0.04543,0.045783,0.046622,0.046564,0.045021,0.043126,0.042218
2017-02-15,0.043853,0.044274,0.044619,0.044899,0.04553,0.045277,0.043824,0.042218,0.041495
2017-02-16,0.043631,0.044286,0.044838,0.0453,0.046463,0.046791,0.045277,0.043178,0.042121
2017-02-17,0.043973,0.044575,0.045076,0.045488,0.046474,0.046453,0.044787,0.042856,0.041977
2017-02-20,0.044166,0.044544,0.044857,0.045115,0.045729,0.045671,0.044464,0.042885,0.042091
2017-02-21,0.044138,0.044571,0.044927,0.045216,0.045874,0.04565,0.044188,0.042544,0.041795
2017-02-22,0.044541,0.044968,0.045326,0.045624,0.046359,0.046453,0.045231,0.043471,0.042545
2017-02-23,0.045384,0.045796,0.046132,0.046403,0.046996,0.046642,0.04507,0.043333,0.042542
2017-02-24,0.045934,0.046491,0.046945,0.047311,0.048115,0.047667,0.045658,0.043563,0.042659
2017-02-27,0.046587,0.047068,0.047462,0.047781,0.048489,0.048128,0.046317,0.044227,0.043246
2017-02-28,0.046719,0.047428,0.04801,0.048483,0.049561,0.049211,0.0469,0.044408,0.043315
2017-03-01,0.046768,0.047259,0.047655,0.047968,0.048604,0.047906,0.045781,0.043658,0.04276
2017-03-02,0.04667,0.04713,0.047502,0.0478,0.048433,0.047916,0.046002,0.043892,0.042925
2017-03-03,0.046625,0.046896,0.047107,0.047268,0.047539,0.046808,0.045148,0.043408,0.042617
2017-03-06,0.045726,0.046196,0.046576,0.046878,0.047507,0.046918,0.044962,0.042966,0.042107
2017-03-07,0.04531,0.045811,0.046218,0.046546,0.047259,0.046809,0.044904,0.042851,0.041935
2017-03-08,0.043944,0.044523,0.045002,0.045393,0.046304,0.046128,0.044321,0.042255,0.04131
2017-03-09,0.044506,0.045014,0.045426,0.045756,0.04646,0.045936,0.043985,0.042018,0.041188
2017-03-10,0.044834,0.045422,0.045908,0.046307,0.047245,0.047114,0.045292,0.043114,0.042084
2017-03-13,0.045138,0.045589,0.045954,0.046248,0.046878,0.046427,0.04467,0.042815,0.041998
2017-03-14,0.0443,0.044979,0.045539,0.045997,0.047056,0.046838,0.044792,0.042603,0.041661
2017-03-15,0.044668,0.045108,0.045465,0.045751,0.046369,0.045934,0.044203,0.042329,0.041486
2017-03-16,0.043831,0.044075,0.04427,0.044424,0.044727,0.044298,0.043033,0.04157,0.040864
2017-03-17,0.043584,0.043967,0.044281,0.044536,0.045109,0.044852,0.043404,0.041648,0.040793
2017-03-20,0.042967,0.043636,0.044192,0.04465,0.045741,0.045707,0.043857,0.041739,0.040785
2017-03-21,0.042176,0.042691,0.043117,0.043467,0.044292,0.044199,0.042671,0.040901,0.040089
2017-03-22,0.043311,0.043836,0.044267,0.044619,0.045427,0.045203,0.043508,0.04162,0.04077
2017-03-23,0.042046,0.0422,0.042329,0.042436,0.042695,0.042658,0.041968,0.040788,0.040098
2017-03-24,0.042049,0.042791,0.043411,0.043925,0.04518,0.045324,0.043486,0.041315,0.040328
2017-03-27,0.041648,0.042451,0.043124,0.043683,0.045066,0.04533,0.043485,0.041285,0.040288
2017-03-28,0.041622,0.042526,0.043282,0.043909,0.045445,0.045681,0.043602,0.041272,0.04027
2017-03-29,0.040458,0.041023,0.0415,0.041902,0.04293,0.043327,0.042202,0.040636,0.039861
2017-03-30,0.039535,0.0401,0.04058,0.040985,0.042037,0.042527,0.041524,0.040081,0.039365
2017-03-31,0.03925,0.039863,0.040385,0.040828,0.041995,0.042642,0.041687,0.040227,0.039489
2017-04-03,0.039713,0.040313,0.040822,0.041253,0.042376,0.042925,0.041889,0.04037,0.03961
2017-04-04,0.039638,0.040192,0.040662,0.04106,0.042093,0.042588,0.041636,0.040274,0.039604
2017-04-05,0.040001,0.040841,0.041551,0.04215,0.043693,0.044371,0.042906,0.040964,0.040054
2017-04-06,0.040476,0.041042,0.04152,0.041922,0.042946,0.043324,0.042199,0.040686,0.039955
2017-04-07,0.039444,0.040022,0.040516,0.040934,0.042039,0.042653,0.041735,0.040299,0.039561
2017-04-10,0.039963,0.040707,0.041339,0.041874,0.04327,0.043977,0.042765,0.041026,0.040175
2017-04-11,0.040613,0.041537,0.04232,0.042979,0.044675,0.045413,0.043801,0.041682,0.040696
2017-04-12,0.040714,0.041323,0.041839,0.042275,0.043403,0.043911,0.042798,0.0412,0.040405
2017-04-13,0.041071,0.04175,0.042326,0.04281,0.044056,0.044575,0.043299,0.041535,0.040674
2017-04-14,0.0413,0.041786,0.042197,0.042541,0.043422,0.043744,0.042738,0.041327,0.040621
2017-04-17,0.042863,0.043428,0.043899,0.044291,0.045246,0.045347,0.043884,0.042066,0.041202
2017-04-18,0.042172,0.04258,0.04292,0.043202,0.043883,0.043909,0.042759,0.04129,0.040571
2017-04-19,0.043123,0.043878,0.044507,0.045025,0.046274,0.046324,0.044392,0.042242,0.041306
2017-04-20,0.043187,0.043686,0.044096,0.04443,0.045197,0.044985,0.043404,0.041699,0.040954
2017-04-21,0.043634,0.043871,0.044067,0.044227,0.044593,0.044448,0.043466,0.042095,0.041367
2017-04-24,0.044238,0.044544,0.044789,0.044983,0.045374,0.044904,0.043485,0.041973,0.041292
2017-04-25,0.043618,0.044311,0.044883,0.04535,0.046433,0.046231,0.044218,0.042152,0.0413
2017-04-26,0.042901,0.043538,0.044071,0.044514,0.045606,0.045776,0.044198,0.042214,0.041269
2017-04-27,0.04325,0.043787,0.044231,0.044594,0.045442,0.045304,0.043687,0.041873,0.041061
2017-04-28,0.043498,0.043978,0.044375,0.0447,0.045454,0.045305,0.043805,0.042097,0.041317
2017-05-01,0.043164,0.043837,0.044395,0.044853,0.045935,0.045855,0.043986,0.041946,0.041061
2017-05-02,0.042913,0.043404,0.043813,0.04415,0.044959,0.044952,0.043539,0.041782,0.040936
2017-05-03,0.043185,0.043295,0.043377,0.043435,0.043487,0.042943,0.041943,0.040901,0.040419
2017-05-04,0.04286,0.04317,0.04343,0.043645,0.04417,0.044187,0.043201,0.041768,0.041004
2017-05-05,0.043928,0.044701,0.045346,0.045883,0.047199,0.047389,0.045498,0.043199,0.042131
2017-05-08,0.043603,0.044103,0.044518,0.044862,0.045687,0.045692,0.044292,0.042581,0.04177
2017-05-09,0.044002,0.044511,0.044935,0.045285,0.046127,0.04614,0.044722,0.042985,0.04216
2017-05-10,0.043582,0.043941,0.044238,0.04448,0.045045,0.044925,0.043748,0.042322,0.041638
2017-05-11,0.044558,0.045051,0.045461,0.045801,0.046621,0.046639,0.045238,0.043462,0.042597
2017-05-12,0.044762,0.045256,0.045668,0.046009,0.046834,0.046868,0.045479,0.043703,0.042834
2017-05-15,0.043863,0.044058,0.044223,0.044361,0.044711,0.044783,0.044154,0.043075,0.042454
2017-05-16,0.04424,0.044795,0.045258,0.04564,0.046566,0.046626,0.045205,0.043565,0.04283
2017-05-17,0.044897,0.045906,0.046753,0.047458,0.049214,0.049633,0.047461,0.044907,0.043776
2017-05-18,0.044442,0.044968,0.045407,0.045771,0.04666,0.046763,0.045466,0.04394,0.043248
2017-05-19,0.044397,0.044966,0.045443,0.04584,0.046825,0.047026,0.045714,0.044103,0.043357
2017-05-22,0.044432,0.045149,0.045753,0.046257,0.047519,0.047863,0.04633,0.044435,0.043564
2017-05-23,0.044761,0.045285,0.045724,0.046089,0.046989,0.047141,0.045844,0.044185,0.043386
2017-05-24,0.04456,0.044976,0.045321,0.045606,0.046291,0.046295,0.045143,0.043759,0.043111
2017-05-25,0.045691,0.046591,0.047349,0.047981,0.049568,0.049999,0.048031,0.045525,0.044342
